,Category,sub_category,Sales,Quantity,Discount
1218,Technology,Accessories,258.696,3,0.2
1219,Technology,Phones,1931.9579999999999,7,0.4
1220,Office Supplies,Storage,249.75,9,0.0
1221,Technology,Phones,255.93600000000004,8,0.2
1222,Furniture,Furnishings,113.78999999999999,3,0.0
1223,Technology,Accessories,78.15,1,0.0
1224,Office Supplies,Binders,1.7280000000000002,1,0.2
1225,Office Supplies,Paper,40.56,4,0.0
1226,Office Supplies,Storage,182.94,3,0.0
1227,Office Supplies,Storage,193.86,2,0.0
1228,Office Supplies,Envelopes,15.28,2,0.0
1229,Furniture,Furnishings,8.73,1,0.0
1230,Office Supplies,Art,5.68,2,0.0
1231,Office Supplies,Art,2.78,2,0.0
1232,Office Supplies,Envelopes,79.96,2,0.0
1233,Technology,Copiers,839.9879999999999,2,0.4
1234,Furniture,Furnishings,47.952000000000005,3,0.2
1235,Office Supplies,Binders,37.425000000000004,5,0.7
1236,Furniture,Furnishings,63.967999999999996,2,0.2
1237,Furniture,Furnishings,165.048,3,0.2
1238,Furniture,Furnishings,12.35,1,0.0
1239,Office Supplies,Art,40.97,1,0.0
1240,Office Supplies,Fasteners,22.96,2,0.0
1241,Technology,Phones,22.0,4,0.0
1242,Office Supplies,Binders,398.352,3,0.2
1243,Office Supplies,Fasteners,8.72,4,0.0
1244,Office Supplies,Envelopes,48.69,9,0.0
1245,Furniture,Tables,764.6880000000001,6,0.2
1246,Furniture,Tables,3610.848,12,0.2
1247,Furniture,Bookcases,254.97449999999998,3,0.15
1248,Office Supplies,Art,38.82,6,0.0
1249,Furniture,Chairs,1141.9379999999999,9,0.1
1250,Office Supplies,Appliances,1704.56,13,0.0
1251,Office Supplies,Art,3.2,2,0.0
1252,Technology,Phones,1099.96,4,0.0
1253,Office Supplies,Art,5.248,2,0.2
1254,Technology,Phones,35.91,3,0.4
1255,Furniture,Furnishings,6.696,1,0.2
1256,Furniture,Furnishings,43.87200000000001,2,0.2
1257,Office Supplies,Binders,27.882000000000005,3,0.7
1258,Office Supplies,Storage,540.048,3,0.2
1259,Technology,Accessories,255.68000000000004,8,0.2
1260,Technology,Phones,863.8799999999999,3,0.2
1261,Office Supplies,Binders,17.616000000000003,4,0.7
1262,Office Supplies,Binders,17.472,3,0.2
1263,Technology,Phones,69.9,2,0.0
1264,Furniture,Furnishings,41.849999999999994,5,0.0
1265,Office Supplies,Art,6.57,3,0.0
1266,Office Supplies,Storage,142.86,1,0.0
1267,Furniture,Chairs,292.27200000000005,6,0.2
1268,Furniture,Furnishings,29.328000000000003,3,0.2
1269,Office Supplies,Paper,12.48,2,0.0
1270,Office Supplies,Storage,102.33600000000001,4,0.2
1271,Office Supplies,Appliances,48.79199999999999,3,0.8
1272,Office Supplies,Binders,44.84799999999999,8,0.8
1273,Office Supplies,Paper,10.368000000000002,2,0.2
1274,Furniture,Chairs,388.42999999999995,5,0.3
1275,Office Supplies,Paper,14.352000000000002,3,0.2
1276,Technology,Accessories,63.992,1,0.2
1277,Office Supplies,Art,86.352,3,0.2
1278,Technology,Accessories,32.97,3,0.0
1279,Technology,Accessories,83.88,4,0.0
1280,Technology,Phones,278.4,3,0.0
1281,Office Supplies,Labels,15.120000000000001,3,0.2
1282,Office Supplies,Binders,17.430000000000003,1,0.7
1283,Office Supplies,Paper,251.64,3,0.2
1284,Office Supplies,Binders,2.7719999999999994,7,0.8
1285,Office Supplies,Storage,14.9,5,0.0
1286,Office Supplies,Art,15.48,3,0.0
1287,Furniture,Furnishings,39.88,2,0.0
1288,Office Supplies,Binders,12.192,4,0.2
1289,Office Supplies,Art,20.82,3,0.0
1290,Office Supplies,Binders,13.216000000000001,4,0.2
1291,Office Supplies,Paper,32.400000000000006,5,0.0
1292,Office Supplies,Supplies,32.94,3,0.0
1293,Office Supplies,Paper,114.2,5,0.0
1294,Office Supplies,Labels,3.08,1,0.0
1295,Office Supplies,Appliances,845.728,13,0.2
1296,Office Supplies,Binders,13.904,2,0.2
1297,Office Supplies,Binders,20.72,2,0.2
1298,Technology,Phones,114.94999999999999,5,0.0
1299,Office Supplies,Storage,26.96,2,0.0
1300,Furniture,Furnishings,572.76,6,0.0
1301,Furniture,Furnishings,286.38,3,0.0
1302,Furniture,Bookcases,61.96,2,0.0
1303,Furniture,Furnishings,23.99,1,0.0
1304,Technology,Phones,287.96999999999997,3,0.0
1305,Technology,Phones,419.94399999999996,7,0.2
1306,Office Supplies,Paper,46.76,7,0.0
1307,Office Supplies,Binders,17.712,3,0.2
1308,Office Supplies,Appliances,21.78,2,0.0
1309,Office Supplies,Storage,161.94,3,0.0
1310,Furniture,Chairs,161.568,2,0.2
1311,Office Supplies,Labels,3.69,1,0.0
1312,Office Supplies,Labels,122.12,4,0.0
1313,Furniture,Chairs,155.37199999999999,2,0.3
1314,Office Supplies,Paper,38.88,6,0.0
1315,Furniture,Furnishings,183.84,8,0.0
1316,Office Supplies,Supplies,579.3,5,0.0
1317,Technology,Accessories,14.200000000000001,1,0.2
1318,Technology,Phones,575.92,2,0.2
1319,Office Supplies,Binders,5.184000000000001,6,0.7
1320,Office Supplies,Binders,5.229,3,0.7
1321,Office Supplies,Storage,285.552,2,0.2
1322,Office Supplies,Appliances,72.8,5,0.0
1323,Office Supplies,Paper,10.816,4,0.2
1324,Office Supplies,Storage,46.26,3,0.0
1325,Office Supplies,Binders,17.459999999999997,6,0.8
1326,Furniture,Furnishings,51.072,6,0.2
1327,Office Supplies,Paper,11.34,1,0.0
1328,Office Supplies,Art,87.92,4,0.0
1329,Furniture,Furnishings,37.05,3,0.0
1330,Technology,Phones,2.97,1,0.4
1331,Office Supplies,Storage,27.439999999999998,2,0.2
1332,Office Supplies,Binders,1.0799999999999998,3,0.8
1333,Office Supplies,Appliances,7.959999999999997,2,0.8
1334,Office Supplies,Binders,140.736,8,0.2
1335,Office Supplies,Storage,552.56,4,0.0
1336,Furniture,Furnishings,25.11,3,0.0
1337,Furniture,Furnishings,29.78,2,0.0
1338,Technology,Phones,677.58,3,0.0
1339,Office Supplies,Paper,75.04,8,0.0
1340,Technology,Machines,695.7,2,0.5
1341,Office Supplies,Binders,15.66,5,0.7
1342,Office Supplies,Binders,28.854000000000006,6,0.7
1343,Office Supplies,Art,47.82,3,0.0
1344,Office Supplies,Labels,13.049999999999999,5,0.0
1345,Office Supplies,Appliances,93.78,2,0.0
1346,Office Supplies,Paper,47.18,7,0.0
1347,Office Supplies,Art,19.68,6,0.0
1348,Office Supplies,Binders,53.4,10,0.0
1349,Office Supplies,Binders,35.88,6,0.0
1350,Furniture,Chairs,258.279,3,0.3
1351,Office Supplies,Storage,31.4,2,0.0
1352,Technology,Phones,183.96,5,0.2
1353,Office Supplies,Paper,17.61,3,0.0
1354,Furniture,Tables,300.904,1,0.2
1355,Office Supplies,Storage,220.776,3,0.2
1356,Office Supplies,Storage,281.42400000000004,11,0.2
1357,Office Supplies,Paper,79.14,3,0.0
1358,Furniture,Furnishings,1.988,1,0.6
1359,Furniture,Chairs,145.568,2,0.2
1360,Office Supplies,Art,123.256,7,0.2
1361,Office Supplies,Paper,23.680000000000003,4,0.2
1362,Technology,Phones,309.576,4,0.4
1363,Office Supplies,Binders,38.388000000000005,14,0.7
1364,Technology,Machines,95.99400000000001,2,0.7
1365,Technology,Accessories,239.95200000000003,6,0.2
1366,Technology,Phones,201.584,2,0.2
1367,Furniture,Chairs,899.1360000000001,4,0.2
1368,Furniture,Furnishings,145.9,5,0.0
1369,Furniture,Bookcases,590.0580000000001,7,0.7
1370,Office Supplies,Art,14.04,3,0.2
1371,Technology,Accessories,49.08,3,0.0
1372,Office Supplies,Labels,29.6,2,0.0
1373,Office Supplies,Binders,17.088,4,0.2
1374,Furniture,Tables,912.75,5,0.0
1375,Office Supplies,Appliances,1089.75,3,0.0
1376,Office Supplies,Paper,447.84,8,0.0
1377,Office Supplies,Art,16.4,5,0.0
1378,Technology,Phones,399.96000000000004,5,0.2
1379,Office Supplies,Storage,158.9,5,0.0
1380,Office Supplies,Binders,13.184000000000001,1,0.2
1381,Furniture,Furnishings,83.952,3,0.6
1382,Office Supplies,Storage,80.98,1,0.0
1383,Office Supplies,Paper,348.84,9,0.0
1384,Office Supplies,Fasteners,9.45,5,0.0
1385,Furniture,Furnishings,18.84,3,0.0
1386,Furniture,Bookcases,239.98,2,0.0
1387,Office Supplies,Envelopes,167.96,2,0.0
1388,Technology,Phones,104.85000000000001,3,0.0
1389,Technology,Phones,484.83000000000004,3,0.0
1390,Office Supplies,Paper,122.97,3,0.0
1391,Office Supplies,Storage,154.44,3,0.0
1392,Office Supplies,Paper,342.37,7,0.0
1393,Office Supplies,Art,9.552,3,0.2
1394,Furniture,Tables,652.45,5,0.5
1395,Furniture,Tables,66.645,3,0.5
1396,Office Supplies,Binders,17.216,4,0.2
1397,Office Supplies,Paper,11.56,2,0.0
1398,Technology,Accessories,88.4,4,0.0
1399,Office Supplies,Paper,6.48,1,0.0
1400,Technology,Phones,21.8,2,0.0
1401,Office Supplies,Envelopes,251.79000000000002,3,0.0
1402,Furniture,Tables,205.176,2,0.4
1403,Office Supplies,Paper,419.4,5,0.2
1404,Office Supplies,Supplies,10.304000000000002,1,0.2
1405,Furniture,Tables,154.764,3,0.4
1406,Technology,Accessories,116.78399999999999,2,0.2
1407,Office Supplies,Art,75.48,2,0.0
1408,Furniture,Furnishings,39.98,2,0.0
1409,Furniture,Tables,393.165,3,0.5
1410,Office Supplies,Labels,23.680000000000003,2,0.2
1411,Furniture,Chairs,408.006,2,0.1
1412,Furniture,Furnishings,165.28,4,0.0
1413,Office Supplies,Binders,334.76800000000003,7,0.2
1414,Technology,Accessories,239.96999999999997,3,0.0
1415,Furniture,Furnishings,37.74,3,0.0
1416,Technology,Phones,946.344,7,0.2
1417,Technology,Accessories,151.20000000000002,3,0.2
1418,Furniture,Furnishings,4.928000000000001,4,0.6
1419,Office Supplies,Paper,86.272,4,0.2
1420,Office Supplies,Binders,72.58800000000001,2,0.7
1421,Office Supplies,Appliances,60.672000000000004,2,0.2
1422,Office Supplies,Binders,77.031,9,0.7
1423,Office Supplies,Storage,119.90400000000001,6,0.2
1424,Technology,Phones,263.96000000000004,5,0.2
1425,Office Supplies,Storage,363.648,4,0.2
1426,Office Supplies,Binders,9.728000000000002,2,0.2
1427,Office Supplies,Envelopes,14.75,5,0.0
1428,Office Supplies,Binders,29.800000000000004,5,0.2
1429,Office Supplies,Labels,427.42,14,0.0
1430,Technology,Phones,220.752,8,0.4
1431,Office Supplies,Binders,152.76,6,0.0
1432,Office Supplies,Supplies,7.27,1,0.0
1433,Furniture,Chairs,1819.8600000000001,14,0.0
1434,Office Supplies,Paper,33.9,5,0.0
1435,Office Supplies,Paper,31.104000000000006,6,0.2
1436,Office Supplies,Art,5.248,2,0.2
1437,Technology,Accessories,263.88,3,0.2
1438,Furniture,Chairs,2453.43,5,0.3
1439,Office Supplies,Binders,29.700000000000003,5,0.0
1440,Office Supplies,Paper,39.96,4,0.0
1441,Office Supplies,Binders,36.672000000000004,2,0.2
1442,Office Supplies,Paper,13.76,2,0.0
1443,Office Supplies,Storage,139.424,4,0.2
1444,Technology,Phones,1979.928,9,0.2
1445,Office Supplies,Storage,164.736,4,0.2
1446,Furniture,Chairs,470.30199999999996,7,0.3
1447,Technology,Phones,47.984,2,0.2
1448,Office Supplies,Binders,2.5020000000000002,3,0.7
1449,Technology,Phones,88.752,3,0.2
1450,Office Supplies,Binders,2.0250000000000004,1,0.7
1451,Office Supplies,Paper,70.98,7,0.0
1452,Office Supplies,Binders,91.67999999999999,3,0.0
1453,Office Supplies,Binders,33.75,5,0.0
1454,Technology,Machines,3040.0,8,0.0
1455,Office Supplies,Binders,91.19999999999999,3,0.0
1456,Furniture,Tables,452.93999999999994,3,0.0
1457,Office Supplies,Binders,52.199999999999996,9,0.0
1458,Office Supplies,Labels,15.936000000000002,4,0.2
1459,Furniture,Furnishings,27.46,2,0.0
1460,Office Supplies,Binders,55.42400000000001,2,0.2
1461,Furniture,Tables,244.00599999999997,2,0.3
1462,Technology,Accessories,159.984,2,0.2
1463,Furniture,Chairs,1024.716,6,0.3
1464,Office Supplies,Fasteners,3.68,2,0.0
1465,Furniture,Furnishings,121.376,4,0.2
1466,Technology,Accessories,95.97600000000001,3,0.2
1467,Technology,Accessories,255.968,4,0.2
1468,Furniture,Chairs,872.94,3,0.0
1469,Office Supplies,Binders,41.54,2,0.0
1470,Office Supplies,Paper,12.96,2,0.0
1471,Office Supplies,Art,6.848000000000001,2,0.2
1472,Office Supplies,Labels,8.67,3,0.0
1473,Furniture,Furnishings,6.688,4,0.6
1474,Office Supplies,Art,17.28,6,0.0
1475,Office Supplies,Binders,17.712,3,0.2
1476,Office Supplies,Labels,28.91,7,0.0
1477,Office Supplies,Supplies,52.136,7,0.2
1478,Technology,Phones,31.968000000000004,4,0.2
1479,Office Supplies,Paper,25.92,4,0.0
1480,Office Supplies,Paper,40.46,7,0.0
1481,Office Supplies,Storage,33.87,3,0.0
1482,Office Supplies,Art,9.728000000000002,2,0.2
1483,Office Supplies,Paper,3.4240000000000004,1,0.2
1484,Technology,Accessories,177.0,3,0.0
1485,Office Supplies,Fasteners,3.76,2,0.0
1486,Technology,Phones,1212.848,7,0.2
1487,Technology,Accessories,89.97,3,0.0
1488,Furniture,Furnishings,42.599999999999994,3,0.0
1489,Office Supplies,Labels,5.04,2,0.2
1490,Office Supplies,Envelopes,62.96,4,0.0
1491,Office Supplies,Paper,5.88,1,0.0
1492,Furniture,Chairs,977.292,6,0.1
1493,Furniture,Furnishings,9.64,2,0.0
1494,Office Supplies,Art,40.05,3,0.0
1495,Office Supplies,Art,10.192000000000002,7,0.2
1496,Office Supplies,Storage,16.784000000000002,1,0.2
1497,Office Supplies,Art,13.120000000000001,5,0.2
1498,Office Supplies,Binders,18.16,5,0.2
1499,Office Supplies,Paper,16.056,3,0.2
1500,Office Supplies,Paper,223.056,9,0.2
1501,Office Supplies,Storage,540.048,3,0.2
1502,Technology,Phones,33.52,2,0.2
1503,Furniture,Furnishings,9.94,2,0.0
1504,Office Supplies,Art,6.72,4,0.0
1505,Furniture,Tables,1004.9760000000001,6,0.2
1506,Office Supplies,Binders,17.880000000000003,3,0.2
1507,Technology,Machines,396.0,4,0.0
1508,Office Supplies,Binders,34.5,3,0.0
1509,Furniture,Furnishings,8.36,2,0.0
1510,Office Supplies,Art,385.6,8,0.0
1511,Office Supplies,Art,35.82,9,0.0
1512,Office Supplies,Storage,200.06400000000002,3,0.2
1513,Office Supplies,Binders,21.379999999999995,5,0.8
1514,Office Supplies,Binders,6.743999999999998,4,0.8
1515,Furniture,Chairs,63.686,1,0.3
1516,Furniture,Tables,1669.6,4,0.0
1517,Office Supplies,Binders,83.84,2,0.2
1518,Office Supplies,Binders,13.272000000000002,3,0.2
1519,Office Supplies,Binders,21.336,7,0.2
1520,Office Supplies,Art,16.520000000000003,5,0.2
1521,Furniture,Furnishings,206.11199999999997,6,0.2
1522,Office Supplies,Paper,19.92,5,0.2
1523,Office Supplies,Paper,198.27200000000002,8,0.2
1524,Office Supplies,Storage,247.10399999999998,6,0.2
1525,Office Supplies,Art,86.304,6,0.2
1526,Office Supplies,Art,4.16,2,0.2
1527,Furniture,Furnishings,11.648000000000001,2,0.2
1528,Office Supplies,Fasteners,26.18,7,0.0
1529,Office Supplies,Paper,7.3,2,0.0
1530,Office Supplies,Paper,74.352,3,0.2
1531,Office Supplies,Storage,10.744,1,0.2
1532,Office Supplies,Fasteners,8.376000000000001,3,0.2
1533,Office Supplies,Storage,212.88,6,0.0
1534,Furniture,Bookcases,203.98299999999998,2,0.15
1535,Office Supplies,Storage,40.74,3,0.0
1536,Office Supplies,Appliances,11.67,3,0.0
1537,Technology,Phones,39.99,1,0.0
1538,Office Supplies,Art,16.28,2,0.0
1539,Furniture,Bookcases,782.94,3,0.0
1540,Office Supplies,Binders,242.48000000000002,7,0.0
1541,Furniture,Furnishings,8.32,5,0.2
1542,Office Supplies,Fasteners,10.464000000000002,6,0.2
1543,Office Supplies,Binders,82.896,3,0.2
1544,Office Supplies,Paper,34.24,4,0.0
1545,Furniture,Bookcases,1573.488,7,0.2
1546,Office Supplies,Paper,335.52,4,0.2
1547,Office Supplies,Binders,23.911999999999995,2,0.8
1548,Office Supplies,Storage,27.056,2,0.2
1549,Technology,Copiers,559.9920000000001,1,0.2
1550,Office Supplies,Appliances,9.323999999999998,6,0.8
1551,Office Supplies,Paper,111.96,2,0.0
1552,Office Supplies,Labels,21.560000000000002,7,0.0
1553,Office Supplies,Binders,124.75,5,0.0
1554,Office Supplies,Art,5.28,3,0.0
1555,Technology,Accessories,91.96,4,0.0
1556,Office Supplies,Envelopes,9.344,1,0.2
1557,Office Supplies,Art,79.36,5,0.2
1558,Furniture,Tables,171.96,2,0.0
1559,Office Supplies,Binders,35.352000000000004,9,0.2
1560,Office Supplies,Labels,18.9,6,0.0
1561,Office Supplies,Art,2.78,1,0.0
1562,Furniture,Tables,1044.6299999999999,5,0.4
1563,Office Supplies,Paper,11.352000000000002,3,0.2
1564,Office Supplies,Storage,354.90000000000003,5,0.0
1565,Technology,Phones,453.576,3,0.2
1566,Technology,Accessories,21.48,3,0.2
1567,Office Supplies,Binders,8.783999999999999,4,0.8
1568,Office Supplies,Paper,122.97,3,0.0
1569,Office Supplies,Art,12.84,3,0.0
1570,Furniture,Chairs,603.92,5,0.2
1571,Office Supplies,Envelopes,21.84,3,0.0
1572,Technology,Accessories,29.99,1,0.0
1573,Furniture,Chairs,381.44000000000005,2,0.2
1574,Technology,Phones,40.68,3,0.2
1575,Furniture,Chairs,763.28,5,0.3
1576,Office Supplies,Storage,23.952,2,0.2
1577,Office Supplies,Paper,4.98,1,0.0
1578,Office Supplies,Appliances,170.88,3,0.0
1579,Technology,Phones,307.98,2,0.0
1580,Furniture,Tables,382.806,9,0.4
1581,Office Supplies,Storage,41.96,2,0.0
1582,Office Supplies,Binders,1217.568,2,0.2
1583,Furniture,Furnishings,47.04,3,0.0
1584,Furniture,Furnishings,6.16,2,0.0
1585,Technology,Phones,979.95,5,0.0
1586,Office Supplies,Paper,143.7,3,0.0
1587,Office Supplies,Fasteners,10.649999999999999,3,0.0
1588,Technology,Accessories,247.8,4,0.0
1589,Office Supplies,Art,10.96,4,0.0
1590,Office Supplies,Art,33.48800000000001,7,0.2
1591,Office Supplies,Fasteners,8.04,5,0.2
1592,Technology,Phones,201.568,4,0.2
1593,Office Supplies,Paper,13.440000000000001,3,0.0
1594,Furniture,Bookcases,359.05799999999994,3,0.3
1595,Furniture,Chairs,47.992,2,0.3
1596,Furniture,Furnishings,547.3000000000001,13,0.0
1597,Office Supplies,Paper,16.896,4,0.2
1598,Office Supplies,Supplies,6.672000000000001,1,0.2
1599,Office Supplies,Art,99.13600000000001,4,0.2
1600,Furniture,Furnishings,15.991999999999999,2,0.6
1601,Furniture,Furnishings,211.96,2,0.0
1602,Office Supplies,Art,6.671999999999999,3,0.2
1603,Office Supplies,Art,155.94,6,0.0
1604,Technology,Phones,39.96000000000001,5,0.2
1605,Office Supplies,Art,5.46,3,0.0
1606,Office Supplies,Art,73.2,5,0.0
1607,Office Supplies,Binders,5.84,1,0.2
1608,Office Supplies,Paper,22.72,4,0.0
1609,Office Supplies,Binders,9.336,3,0.2
1610,Furniture,Bookcases,290.666,2,0.15
1611,Technology,Phones,201.584,2,0.2
1612,Technology,Phones,83.98400000000001,2,0.2
1613,Office Supplies,Storage,1000.0200000000001,7,0.0
1614,Technology,Accessories,83.97600000000001,3,0.2
1615,Office Supplies,Labels,3.75,1,0.0
1616,Office Supplies,Labels,41.4,4,0.0
1617,Office Supplies,Art,29.79,3,0.0
1618,Office Supplies,Storage,59.48,2,0.0
1619,Office Supplies,Paper,6.69,1,0.0
1620,Furniture,Furnishings,198.46,2,0.0
1621,Office Supplies,Labels,786.48,8,0.0
1622,Office Supplies,Binders,23.168000000000003,2,0.2
1623,Technology,Accessories,50.0,2,0.0
1624,Technology,Phones,675.96,5,0.2
1625,Technology,Accessories,1265.85,3,0.0
1626,Office Supplies,Appliances,523.25,5,0.0
1627,Furniture,Chairs,517.5,6,0.0
1628,Furniture,Furnishings,17.92,5,0.2
1629,Office Supplies,Binders,41.25600000000001,6,0.7
1630,Office Supplies,Storage,1006.056,3,0.2
1631,Office Supplies,Paper,10.688,2,0.2
1632,Office Supplies,Paper,10.368000000000002,2,0.2
1633,Office Supplies,Storage,25.12,2,0.2
1634,Technology,Accessories,58.112,2,0.2
1635,Office Supplies,Paper,15.552000000000003,3,0.2
1636,Office Supplies,Storage,669.08,5,0.2
1637,Technology,Phones,438.336,4,0.2
1638,Office Supplies,Paper,19.44,3,0.0
1639,Office Supplies,Binders,9.64,2,0.0
1640,Office Supplies,Paper,12.7,2,0.0
1641,Furniture,Furnishings,41.37,3,0.0
1642,Office Supplies,Fasteners,12.624,2,0.2
1643,Office Supplies,Storage,1247.6399999999999,3,0.0
1644,Technology,Copiers,3149.9300000000003,7,0.0
1645,Office Supplies,Paper,209.7,2,0.0
1646,Technology,Accessories,35.36000000000001,2,0.2
1647,Office Supplies,Fasteners,3.168,2,0.2
1648,Office Supplies,Binders,121.10400000000003,6,0.7
1649,Technology,Phones,45.894,1,0.4
1650,Office Supplies,Paper,109.92,2,0.0
1651,Office Supplies,Paper,13.36,2,0.0
1652,Office Supplies,Storage,169.68,6,0.0
1653,Technology,Accessories,132.52,4,0.0
1654,Office Supplies,Fasteners,2.96,2,0.0
1655,Office Supplies,Binders,8.448,2,0.2
1656,Office Supplies,Storage,95.94,3,0.0
1657,Furniture,Furnishings,34.79,7,0.0
1658,Technology,Phones,160.776,3,0.2
1659,Office Supplies,Binders,88.752,3,0.2
1660,Office Supplies,Binders,13.904,2,0.2
1661,Technology,Phones,677.5799999999999,5,0.4
1662,Office Supplies,Binders,13.896,3,0.7
1663,Office Supplies,Storage,41.92,5,0.2
1664,Technology,Accessories,297.576,3,0.2
1665,Office Supplies,Fasteners,4.344,3,0.2
1666,Technology,Accessories,94.992,2,0.2
1667,Office Supplies,Paper,74.352,3,0.2
1668,Office Supplies,Art,14.04,3,0.2
1669,Furniture,Tables,1018.1039999999999,4,0.4
1670,Technology,Phones,16.68,3,0.2
1671,Technology,Accessories,58.58,2,0.0
1672,Technology,Phones,167.96800000000002,4,0.2
1673,Office Supplies,Labels,196.62,2,0.0
1674,Furniture,Furnishings,21.936000000000003,2,0.6
1675,Office Supplies,Binders,6.587999999999999,3,0.8
1676,Office Supplies,Storage,104.28,3,0.0
1677,Office Supplies,Paper,17.94,3,0.0
1678,Office Supplies,Storage,64.784,1,0.2
1679,Technology,Phones,32.382,3,0.4
1680,Furniture,Furnishings,42.368,2,0.2
1681,Technology,Machines,399.54,4,0.7
1682,Office Supplies,Paper,18.97,1,0.0
1683,Furniture,Furnishings,14.82,3,0.0
1684,Office Supplies,Appliances,99.28,2,0.2
1685,Office Supplies,Binders,1.1880000000000002,2,0.7
1686,Office Supplies,Binders,7.518000000000001,2,0.7
1687,Office Supplies,Paper,10.368000000000002,2,0.2
1688,Furniture,Furnishings,310.88000000000005,2,0.2
1689,Furniture,Tables,853.0919999999999,6,0.4
1690,Office Supplies,Paper,33.45,5,0.0
1691,Office Supplies,Binders,10.4,5,0.0
1692,Furniture,Furnishings,21.880000000000003,5,0.2
1693,Technology,Accessories,13.616,2,0.2
1694,Technology,Accessories,63.96,4,0.0
1695,Office Supplies,Binders,14.46,3,0.0
1696,Technology,Phones,104.98,2,0.0
1697,Office Supplies,Appliances,106.96,2,0.0
1698,Office Supplies,Labels,21.560000000000002,7,0.0
1699,Furniture,Tables,515.88,6,0.0
1700,Office Supplies,Binders,11.808,2,0.2
1701,Furniture,Chairs,1931.04,9,0.1
1702,Office Supplies,Paper,9.96,2,0.0
1703,Office Supplies,Fasteners,12.350000000000001,5,0.0
1704,Office Supplies,Binders,9.702000000000002,3,0.7
1705,Office Supplies,Binders,11.610000000000003,2,0.7
1706,Office Supplies,Labels,43.86,6,0.0
1707,Technology,Phones,148.48,2,0.2
1708,Office Supplies,Paper,7.42,2,0.0
1709,Furniture,Chairs,71.992,1,0.2
1710,Office Supplies,Art,19.9,5,0.0
1711,Office Supplies,Appliances,1702.12,14,0.0
1712,Office Supplies,Paper,14.303999999999998,6,0.2
1713,Furniture,Tables,765.625,7,0.5
1714,Furniture,Bookcases,307.666,2,0.15
1715,Office Supplies,Binders,7.712000000000001,2,0.2
1716,Office Supplies,Appliances,242.89999999999998,5,0.0
1717,Office Supplies,Storage,454.90000000000003,5,0.0
1718,Furniture,Furnishings,35.92,4,0.0
1719,Furniture,Furnishings,39.76,8,0.0
1720,Office Supplies,Binders,47.744,4,0.2
1721,Technology,Phones,159.984,2,0.2
1722,Technology,Accessories,255.968,4,0.2
1723,Furniture,Bookcases,359.05799999999994,3,0.3
1724,Office Supplies,Appliances,434.352,3,0.2
1725,Office Supplies,Appliances,3.5520000000000005,2,0.2
1726,Office Supplies,Appliances,88.83200000000001,4,0.2
1727,Furniture,Tables,1048.35,5,0.4
1728,Technology,Accessories,100.0,4,0.0
1729,Office Supplies,Labels,7.83,3,0.0
1730,Office Supplies,Paper,96.256,8,0.2
1731,Office Supplies,Paper,10.688,2,0.2
1732,Office Supplies,Storage,338.04,3,0.2
1733,Office Supplies,Art,154.24,4,0.2
1734,Office Supplies,Appliances,34.848000000000006,2,0.2
1735,Technology,Phones,22.0,5,0.2
1736,Office Supplies,Art,4.368,3,0.2
1737,Office Supplies,Storage,31.44,3,0.0
1738,Technology,Accessories,17.9,2,0.0
1739,Technology,Accessories,129.45,5,0.0
1740,Office Supplies,Labels,20.88,8,0.0
1741,Office Supplies,Paper,20.736000000000004,4,0.2
1742,Furniture,Furnishings,7.168000000000001,2,0.2
1743,Office Supplies,Storage,11.168000000000001,2,0.2
1744,Technology,Accessories,442.40000000000003,7,0.2
1745,Office Supplies,Art,13.36,2,0.0
1746,Office Supplies,Binders,11.232000000000001,8,0.7
1747,Office Supplies,Paper,10.272000000000002,3,0.2
1748,Office Supplies,Paper,10.368000000000002,2,0.2
1749,Office Supplies,Art,6.24,3,0.2
1750,Furniture,Tables,206.96200000000002,2,0.3
1751,Furniture,Furnishings,9.46,2,0.0
1752,Office Supplies,Storage,559.62,9,0.0
1753,Office Supplies,Paper,109.92,2,0.0
1754,Office Supplies,Paper,8.56,2,0.0
1755,Office Supplies,Paper,360.712,11,0.2
1756,Technology,Phones,1718.4,6,0.2
1757,Office Supplies,Binders,41.56799999999999,6,0.8
1758,Technology,Accessories,46.864000000000004,2,0.2
1759,Office Supplies,Art,19.536,3,0.2
1760,Furniture,Bookcases,411.332,4,0.15
1761,Office Supplies,Binders,28.752000000000002,6,0.2
1762,Furniture,Bookcases,293.199,3,0.15
1763,Office Supplies,Supplies,35.06,2,0.0
1764,Office Supplies,Labels,4.13,1,0.0
1765,Furniture,Furnishings,109.8,9,0.0
1766,Office Supplies,Labels,9.82,2,0.0
1767,Office Supplies,Binders,7.644000000000001,4,0.7
1768,Office Supplies,Binders,51.46500000000002,5,0.7
1769,Office Supplies,Supplies,6.976000000000001,4,0.2
1770,Office Supplies,Binders,12.221999999999998,7,0.8
1771,Office Supplies,Storage,97.98400000000001,2,0.2
1772,Technology,Accessories,62.400000000000006,6,0.2
1773,Office Supplies,Binders,20.86,2,0.0
1774,Office Supplies,Storage,497.61,9,0.0
1775,Office Supplies,Art,5.34,2,0.0
1776,Office Supplies,Labels,3.15,1,0.0
1777,Office Supplies,Paper,368.91,9,0.0
1778,Office Supplies,Art,14.7,5,0.0
1779,Technology,Accessories,59.97,3,0.0
1780,Office Supplies,Storage,83.36,1,0.0
1781,Office Supplies,Paper,6.58,2,0.0
